Modelo,Parametros,RMSE
XGB Regressor,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",4.122625600917772
XGB Regressor,"{'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'exact'}",3.2547326537304198
XGB Regressor,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",3.6717471937135837
XGB Regressor,"{'learning_rate': 0.4, 'max_depth': 6, 'tree_method': 'hist'}",4.141552648619378
XGB Regressor,"{'learning_rate': 0.3, 'max_depth': 6, 'tree_method': 'hist'}",4.93597374246836
XGB Regressor,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'exact'}",3.345034207078211
XGB Regressor,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'hist'}",4.127575748455021
XGB Regressor,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'hist'}",3.3449552924290376
XGB Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",25.093611348923062
XGB Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",85.88189359889212
XGB Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",23.83800357405171
XGB Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",34.35294936915116
XGB Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",75.51597745342856
XGB Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.001, 'max_iter': 6500}",13.279178279813118
XGB Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",71.24726084562211
XGB Regressor,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",13.634015954409588
XGB Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",17.810739050205942
XGB Regressor,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",20.286039720121572
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",8.168640085725569
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",9.476478237328584
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",8.52998670858624
XGB Regressor,"{'C': 30, 'gamma': 1e-06}",8.579155251432889
XGB Regressor,"{'C': 30, 'gamma': 1e-06}",8.42066332278356
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",9.210756464269728
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",9.585288124691896
XGB Regressor,"{'C': 30, 'gamma': 1e-06}",8.167699968208096
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",8.946229991367664
XGB Regressor,"{'C': 20, 'gamma': 1e-06}",7.821204498823689
XGB Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.34751594069125
XGB Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.1147634382325258
XGB Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.611997901461092
XGB Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.45061245191524
XGB Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",3.593345158367523
XGB Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.5288240364457186
XGB Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.624220774682763
XGB Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.296718314824689
XGB Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.7705337901006954
XGB Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 300, 'xbr__learning_rate': 0.4}",3.31871432945091
MLP,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 300}",3.5036832244911778
MLP,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 100}",3.652891495767072
MLP,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 100}",4.435420988870453
MLP,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 150}",3.2365830651369105
MLP,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 100}",3.6276412121786583
MLP,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 100}",3.627055481262965
MLP,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 150}",4.030069481483778
MLP,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 300}",3.531941452144676
MLP,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 150}",4.367759216764739
MLP,"{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 500}",3.4827196197153274
MLP,{'fit_intercept': False},17.048725805193122
MLP,{'fit_intercept': False},3.2152026203631077
MLP,{'fit_intercept': False},18.342587829628354
MLP,{'fit_intercept': False},3.6569261110172353
MLP,{'fit_intercept': False},3.296400014089166
MLP,{'fit_intercept': True},2.9579761573563714
MLP,{'fit_intercept': True},3.5623465265698537
MLP,{'fit_intercept': True},2.8304099347352896
MLP,{'fit_intercept': False},15.991254535428556
MLP,{'fit_intercept': False},2.818385965459316
MLP,"{'max_depth': 20, 'n_estimators': 500}",3.4438796623196635
MLP,"{'max_depth': 20, 'n_estimators': 100}",3.446154739442255
MLP,"{'max_depth': 20, 'n_estimators': 50}",3.749536161118117
MLP,"{'max_depth': 10, 'n_estimators': 500}",3.072144203083766
MLP,"{'max_depth': 10, 'n_estimators': 100}",3.083729875042169
MLP,"{'max_depth': 20, 'n_estimators': 500}",3.6651746397106835
MLP,"{'max_depth': 10, 'n_estimators': 400}",4.2926097932145435
MLP,"{'max_depth': 10, 'n_estimators': 50}",2.8661609109479254
MLP,"{'max_depth': 20, 'n_estimators': 500}",3.524622984203407
MLP,"{'max_depth': 20, 'n_estimators': 200}",3.139895964707643
MLP,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'exact'}",3.480359275384399
MLP,"{'learning_rate': 0.4, 'max_depth': 4, 'tree_method': 'hist'}",3.1155661180551215
MLP,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",4.122625600917772
MLP,"{'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'exact'}",3.2547326537304198
MLP,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",3.6717471937135837
MLP,"{'learning_rate': 0.4, 'max_depth': 6, 'tree_method': 'hist'}",4.141552648619378
MLP,"{'learning_rate': 0.3, 'max_depth': 6, 'tree_method': 'hist'}",4.93597374246836
MLP,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'exact'}",3.345034207078211
MLP,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'hist'}",4.127575748455021
MLP,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'hist'}",3.3449552924290376
MLP,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",25.093611348923062
MLP,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",85.88189359889212
MLP,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",23.83800357405171
MLP,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",34.35294936915116
MLP,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",75.51597745342856
MLP,"{'alpha': 0.3, 'learning_rate_init': 0.001, 'max_iter': 6500}",13.279178279813118
MLP,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",71.24726084562211
MLP,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",13.634015954409588
MLP,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",17.810739050205942
MLP,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",20.286039720121572
MLP,"{'C': 20, 'gamma': 1e-06}",8.168640085725569
MLP,"{'C': 20, 'gamma': 1e-06}",9.476478237328584
MLP,"{'C': 20, 'gamma': 1e-06}",8.52998670858624
MLP,"{'C': 30, 'gamma': 1e-06}",8.579155251432889
MLP,"{'C': 30, 'gamma': 1e-06}",8.42066332278356
MLP,"{'C': 20, 'gamma': 1e-06}",9.210756464269728
MLP,"{'C': 20, 'gamma': 1e-06}",9.585288124691896
MLP,"{'C': 30, 'gamma': 1e-06}",8.167699968208096
MLP,"{'C': 20, 'gamma': 1e-06}",8.946229991367664
MLP,"{'C': 20, 'gamma': 1e-06}",7.821204498823689
MLP,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.34751594069125
MLP,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.1147634382325258
MLP,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.611997901461092
MLP,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.45061245191524
MLP,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",3.593345158367523
MLP,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.5288240364457186
MLP,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.624220774682763
MLP,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.296718314824689
MLP,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.7705337901006954
MLP,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 300, 'xbr__learning_rate': 0.4}",3.31871432945091
SVM,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 300}",3.5036832244911778
SVM,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 100}",3.652891495767072
SVM,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 100}",4.435420988870453
SVM,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 150}",3.2365830651369105
SVM,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 100}",3.6276412121786583
SVM,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 100}",3.627055481262965
SVM,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 150}",4.030069481483778
SVM,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 300}",3.531941452144676
SVM,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 150}",4.367759216764739
SVM,"{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 500}",3.4827196197153274
SVM,{'fit_intercept': False},17.048725805193122
SVM,{'fit_intercept': False},3.2152026203631077
SVM,{'fit_intercept': False},18.342587829628354
SVM,{'fit_intercept': False},3.6569261110172353
SVM,{'fit_intercept': False},3.296400014089166
SVM,{'fit_intercept': True},2.9579761573563714
SVM,{'fit_intercept': True},3.5623465265698537
SVM,{'fit_intercept': True},2.8304099347352896
SVM,{'fit_intercept': False},15.991254535428556
SVM,{'fit_intercept': False},2.818385965459316
SVM,"{'max_depth': 20, 'n_estimators': 500}",3.4438796623196635
SVM,"{'max_depth': 20, 'n_estimators': 100}",3.446154739442255
SVM,"{'max_depth': 20, 'n_estimators': 50}",3.749536161118117
SVM,"{'max_depth': 10, 'n_estimators': 500}",3.072144203083766
SVM,"{'max_depth': 10, 'n_estimators': 100}",3.083729875042169
SVM,"{'max_depth': 20, 'n_estimators': 500}",3.6651746397106835
SVM,"{'max_depth': 10, 'n_estimators': 400}",4.2926097932145435
SVM,"{'max_depth': 10, 'n_estimators': 50}",2.8661609109479254
SVM,"{'max_depth': 20, 'n_estimators': 500}",3.524622984203407
SVM,"{'max_depth': 20, 'n_estimators': 200}",3.139895964707643
SVM,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'exact'}",3.480359275384399
SVM,"{'learning_rate': 0.4, 'max_depth': 4, 'tree_method': 'hist'}",3.1155661180551215
SVM,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",4.122625600917772
SVM,"{'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'exact'}",3.2547326537304198
SVM,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",3.6717471937135837
SVM,"{'learning_rate': 0.4, 'max_depth': 6, 'tree_method': 'hist'}",4.141552648619378
SVM,"{'learning_rate': 0.3, 'max_depth': 6, 'tree_method': 'hist'}",4.93597374246836
SVM,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'exact'}",3.345034207078211
SVM,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'hist'}",4.127575748455021
SVM,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'hist'}",3.3449552924290376
SVM,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",25.093611348923062
SVM,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",85.88189359889212
SVM,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",23.83800357405171
SVM,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",34.35294936915116
SVM,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",75.51597745342856
SVM,"{'alpha': 0.3, 'learning_rate_init': 0.001, 'max_iter': 6500}",13.279178279813118
SVM,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",71.24726084562211
SVM,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",13.634015954409588
SVM,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",17.810739050205942
SVM,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",20.286039720121572
SVM,"{'C': 20, 'gamma': 1e-06}",8.168640085725569
SVM,"{'C': 20, 'gamma': 1e-06}",9.476478237328584
SVM,"{'C': 20, 'gamma': 1e-06}",8.52998670858624
SVM,"{'C': 30, 'gamma': 1e-06}",8.579155251432889
SVM,"{'C': 30, 'gamma': 1e-06}",8.42066332278356
SVM,"{'C': 20, 'gamma': 1e-06}",9.210756464269728
SVM,"{'C': 20, 'gamma': 1e-06}",9.585288124691896
SVM,"{'C': 30, 'gamma': 1e-06}",8.167699968208096
SVM,"{'C': 20, 'gamma': 1e-06}",8.946229991367664
SVM,"{'C': 20, 'gamma': 1e-06}",7.821204498823689
SVM,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.34751594069125
SVM,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.1147634382325258
SVM,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.611997901461092
SVM,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.45061245191524
SVM,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",3.593345158367523
SVM,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.5288240364457186
SVM,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.624220774682763
SVM,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.296718314824689
SVM,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.7705337901006954
SVM,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 300, 'xbr__learning_rate': 0.4}",3.31871432945091
Stacking Regressor,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 300}",3.5036832244911778
Stacking Regressor,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 100}",3.652891495767072
Stacking Regressor,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 100}",4.435420988870453
Stacking Regressor,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 150}",3.2365830651369105
Stacking Regressor,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 100}",3.6276412121786583
Stacking Regressor,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 100}",3.627055481262965
Stacking Regressor,"{'learning_rate': 0.1, 'loss': 'square', 'n_estimators': 150}",4.030069481483778
Stacking Regressor,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 300}",3.531941452144676
Stacking Regressor,"{'learning_rate': 0.5, 'loss': 'square', 'n_estimators': 150}",4.367759216764739
Stacking Regressor,"{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 500}",3.4827196197153274
Stacking Regressor,{'fit_intercept': False},17.048725805193122
Stacking Regressor,{'fit_intercept': False},3.2152026203631077
Stacking Regressor,{'fit_intercept': False},18.342587829628354
Stacking Regressor,{'fit_intercept': False},3.6569261110172353
Stacking Regressor,{'fit_intercept': False},3.296400014089166
Stacking Regressor,{'fit_intercept': True},2.9579761573563714
Stacking Regressor,{'fit_intercept': True},3.5623465265698537
Stacking Regressor,{'fit_intercept': True},2.8304099347352896
Stacking Regressor,{'fit_intercept': False},15.991254535428556
Stacking Regressor,{'fit_intercept': False},2.818385965459316
Stacking Regressor,"{'max_depth': 20, 'n_estimators': 500}",3.4438796623196635
Stacking Regressor,"{'max_depth': 20, 'n_estimators': 100}",3.446154739442255
Stacking Regressor,"{'max_depth': 20, 'n_estimators': 50}",3.749536161118117
Stacking Regressor,"{'max_depth': 10, 'n_estimators': 500}",3.072144203083766
Stacking Regressor,"{'max_depth': 10, 'n_estimators': 100}",3.083729875042169
Stacking Regressor,"{'max_depth': 20, 'n_estimators': 500}",3.6651746397106835
Stacking Regressor,"{'max_depth': 10, 'n_estimators': 400}",4.2926097932145435
Stacking Regressor,"{'max_depth': 10, 'n_estimators': 50}",2.8661609109479254
Stacking Regressor,"{'max_depth': 20, 'n_estimators': 500}",3.524622984203407
Stacking Regressor,"{'max_depth': 20, 'n_estimators': 200}",3.139895964707643
Stacking Regressor,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'exact'}",3.480359275384399
Stacking Regressor,"{'learning_rate': 0.4, 'max_depth': 4, 'tree_method': 'hist'}",3.1155661180551215
Stacking Regressor,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",4.122625600917772
Stacking Regressor,"{'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'exact'}",3.2547326537304198
Stacking Regressor,"{'learning_rate': 0.3, 'max_depth': 4, 'tree_method': 'exact'}",3.6717471937135837
Stacking Regressor,"{'learning_rate': 0.4, 'max_depth': 6, 'tree_method': 'hist'}",4.141552648619378
Stacking Regressor,"{'learning_rate': 0.3, 'max_depth': 6, 'tree_method': 'hist'}",4.93597374246836
Stacking Regressor,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'exact'}",3.345034207078211
Stacking Regressor,"{'learning_rate': 0.3, 'max_depth': 8, 'tree_method': 'hist'}",4.127575748455021
Stacking Regressor,"{'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'hist'}",3.3449552924290376
Stacking Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",25.093611348923062
Stacking Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",85.88189359889212
Stacking Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",23.83800357405171
Stacking Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.0007, 'max_iter': 6500}",34.35294936915116
Stacking Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",75.51597745342856
Stacking Regressor,"{'alpha': 0.3, 'learning_rate_init': 0.001, 'max_iter': 6500}",13.279178279813118
Stacking Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",71.24726084562211
Stacking Regressor,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",13.634015954409588
Stacking Regressor,"{'alpha': 0.2, 'learning_rate_init': 0.0007, 'max_iter': 6500}",17.810739050205942
Stacking Regressor,"{'alpha': 0.1, 'learning_rate_init': 0.0007, 'max_iter': 6500}",20.286039720121572
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",8.168640085725569
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",9.476478237328584
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",8.52998670858624
Stacking Regressor,"{'C': 30, 'gamma': 1e-06}",8.579155251432889
Stacking Regressor,"{'C': 30, 'gamma': 1e-06}",8.42066332278356
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",9.210756464269728
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",9.585288124691896
Stacking Regressor,"{'C': 30, 'gamma': 1e-06}",8.167699968208096
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",8.946229991367664
Stacking Regressor,"{'C': 20, 'gamma': 1e-06}",7.821204498823689
Stacking Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.34751594069125
Stacking Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.1147634382325258
Stacking Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 400, 'xbr__learning_rate': 0.3}",3.611997901461092
Stacking Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.45061245191524
Stacking Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",3.593345158367523
Stacking Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.4}",3.5288240364457186
Stacking Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.2}",4.624220774682763
Stacking Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.296718314824689
Stacking Regressor,"{'randomfor__max_depth': 10, 'randomfor__n_estimators': 500, 'xbr__learning_rate': 0.3}",3.7705337901006954
Stacking Regressor,"{'randomfor__max_depth': 20, 'randomfor__n_estimators': 300, 'xbr__learning_rate': 0.4}",3.31871432945091
